;nome;cpf;email;endereco;bairro;estado;estado_nome;sigla;telefone;pais;code;cartao_cred;cartao_num;credt_exp;cvv;data;data_hora;digtap_ptcao
68;Ana Laura da Conceição;740.569.123-43;silveiraheloisa@example.com;"Trevo Rael Casa Grande
Aparecida 7ª Seção
48237-503 Brito Verde / CE";Santa Margarida;('PI', 'Piauí');Goiás;PI;+55 (088) 99119 5647;Vietnam;RW;"JCB 16 digit
Nicolas Albuquerque
3525992778665743 02/27
CVC: 589
";5318935515682931;04/33;797;2024-03-21;1987-08-16 20:04:17.528118;2024-12-27
69;Josué Garcia;214.703.896-22;ana-carolinanascimento@example.com;"Vale Dante Costa, 882
São Damião
34936034 Vargas de da Conceição / SE";Urca;('RN', 'Rio Grande do Norte');Ceará;AP;+55 (08) 95496-8809;Hong Kong;RO;"Maestro
Maria Luiza Castro
060494835675 01/29
CVV: 905
";4622284671659746;12/34;452;2007-05-31;1970-11-09 01:37:49.782966;2024-12-27
70;Ana Beatriz da Rosa;531.094.867-84;yasminpastor@example.net;"Fazenda Davi Lucca Melo, 9
Maria Tereza
18310398 Fogaça / MA";Cidade Jardim Taquaril;('AP', 'Amapá');Bahia;AP;+55 (71) 9 0544-9380;Nicarágua;KP;"JCB 16 digit
Julia Pacheco
3519674046124020 02/34
CVC: 603
";6549697788355277;05/32;299;1971-11-07;1989-07-22 02:22:38.212593;2024-12-27
71;Dr. Luiz Fernando Araújo;234.986.150-33;ifreitas@example.com;"Esplanada de Barros, 63
Vila Santo Antônio
90446863 Costa / MT";Jardinópolis;('MS', 'Mato Grosso do Sul');Amazonas;SE;+55 (75) 94438 1177;Uruguai;SD;"VISA 16 digit
Ana Novais
4259136273134389 07/28
CVC: 565
";4208118557268846;08/34;745;1981-09-03;2004-07-05 02:11:47.292773;2024-12-27
72;Vitor Hugo Costa;867.904.251-01;isaqueda-mata@example.org;"Viaduto Vinícius Vargas, 295
Vila Santo Antônio
11758-041 Santos / DF";Barreiro;('TO', 'Tocantins');Minas Gerais;AM;+55 (054) 95370 1696;Mauritânia;GB;"VISA 13 digit
Igor Casa Grande
4672507460733 01/31
CVC: 223
";3584470089604709;10/28;494;2015-06-15;1995-05-09 22:46:19.201493;2024-12-27
73;Maria Flor da Paz;976.803.145-00;riosana-laura@example.com;"Trecho de Aparecida, 47
Vila Da Paz
82425696 Pastor de Pereira / PB";Jardim Leblon;('RN', 'Rio Grande do Norte');Distrito Federal;AP;+55 (079) 91294 2347;Ilha Norfolk;PE;"JCB 16 digit
João Lucas Brito
3588725355214079 05/33
CVC: 421
";4297944312275863;04/28;3115;2018-10-27;2012-11-05 23:49:46.205871;2024-12-27
74;Marcela Barbosa;793.281.605-02;da-costamaria-fernanda@example.org;"Alameda Asafe Albuquerque, 78
Ápia
91076-517 Pacheco / PR";Sagrada Família;('SE', 'Sergipe');Acre;AC;+55 (078) 93483-6670;São Marinho;PG;"VISA 19 digit
Isabela Nogueira
4009798671997163515 02/27
CVC: 599
";676269766124;02/25;989;2011-12-23;2001-10-29 18:15:54.957008;2024-12-27
75;Alice Cardoso;023.961.845-98;amandapimenta@example.org;"Recanto Peixoto, 93
Concórdia
41493488 Pacheco / DF";Vila Betânia;('SP', 'São Paulo');Sergipe;DF;+55 (043) 99590 1516;Arábia Saudita;HT;"Discover
Rafaela Almeida
6545806858899361 02/34
CVC: 769
";180083431346889;12/34;809;1972-04-27;1993-05-02 16:31:37.994040;2024-12-27
76;Dr. Ravi Barros;018.637.945-57;brendacassiano@example.org;"Jardim Laís Sá, 96
Mala E Cuia
91691-799 Marques de Minas / TO";Campo Alegre;('SE', 'Sergipe');Paraíba;SC;+55 (61) 9 4257-7545;Países Baixos;BA;"JCB 16 digit
Clarice Marques
3516523984900748 01/28
CVC: 827
";374315652992082;12/32;339;2014-04-26;2008-12-22 01:47:09.857392;2024-12-27
77;Cecília Fonseca;597.123.860-40;anamachado@example.com;"Travessa de Barros, 78
Baleia
25403838 Castro de Pacheco / DF";Indaiá;('AP', 'Amapá');Santa Catarina;AP;+55 (076) 97589-1873;Suriname;TN;"Diners Club / Carte Blanche
Clarice Moraes
36789016667483 09/26
CVC: 426
";6011657611437212;06/30;7028;1986-01-26;2004-06-13 16:34:21.645240;2024-12-27
78;Maria Isis Fernandes;152.083.794-14;hda-rosa@example.com;"Colônia Costa, 83
São Sebastião
93948-786 da Mota / ES";Vila Mangueiras;('RR', 'Roraima');Amazonas;DF;+55 71 9 8767-9239;Brunei;TR;"VISA 19 digit
Asafe Marques
4451802447135737769 12/31
CVC: 222
";375273969222322;09/34;698;1995-09-14;2012-08-27 14:51:42.983930;2024-12-27
79;Liz Albuquerque;251.079.648-85;matteo57@example.net;"Jardim de Cassiano, 7
Vila Independencia 1ª Seção
37164024 da Mata Paulista / GO";Urca;('ES', 'Espírito Santo');São Paulo;SE;+55 (00) 9 9207 8664;Singapura;DJ;"JCB 15 digit
Otto Aparecida
180064107417154 10/33
CVC: 680
";213193577960723;01/33;690;1975-12-27;2007-10-20 09:33:31.884895;2024-12-27
80;Sr. Vitor Garcia;903.624.578-83;theo69@example.net;"Vila de Moreira, 7
Vila Suzana Primeira Seção
71258492 Machado / MT";Acaba Mundo;('RS', 'Rio Grande do Sul');Espírito Santo;GO;+55 (000) 95622-1279;Guiana;PL;"JCB 15 digit
Anthony Gabriel da Mata
180079318868532 06/32
CVC: 868
";4194824453820;12/26;825;1976-07-21;1991-12-08 04:53:47.748018;2024-12-27
81;Sophia Abreu;845.160.973-20;gmendes@example.com;"Travessa de Montenegro, 42
Aparecida 7ª Seção
81023441 Fernandes de Goiás / MS";Custodinha;('RJ', 'Rio de Janeiro');Rio Grande do Norte;PB;+55 (05) 98939-9652;Espanha;TL;"VISA 16 digit
Lorenzo Brito
4183521273701744 07/30
CVC: 528
";2520342640689744;04/28;101;1999-11-17;1993-05-22 11:09:22.481122;2024-12-27
82;Srta. Isabelly Macedo;584.937.620-83;lbrito@example.com;"Fazenda de Alves, 68
Cruzeiro
96363718 Cassiano Alegre / DF";Petropolis;('PE', 'Pernambuco');Piauí;BA;+55 19 9 6126-7829;Nepal;AZ;"VISA 16 digit
Laís Correia
4979264220153275 09/31
CVC: 352
";30570369275637;05/25;441;2005-06-14;2004-09-18 09:22:06.773933;2024-12-27
83;Isabelly da Mota;864.723.950-47;beatrizferreira@example.org;"Colônia Cavalcanti, 516
Vila Engenho Nogueira
40274701 Almeida de Moreira / MG";Itatiaia;('TO', 'Tocantins');Ceará;SC;+55 13 99813-5144;Malásia;HN;"VISA 16 digit
Matteo Ramos
4336649218718535 05/29
CVC: 930
";4666980746889491748;12/33;152;2019-06-03;1973-05-26 05:06:23.949164;2024-12-27
84;Eduardo Cassiano;407.158.396-75;ribeirodanilo@example.net;"Vereda Olivia Pacheco
Bonsucesso
40480327 Andrade / RR";Vila Inestan;('GO', 'Goiás');Goiás;RN;+55 (97) 9 3704-0012;Polinésia Francesa;OM;"JCB 16 digit
Ana Cecília Nogueira
3570625510302365 08/25
CVC: 606
";30152803902926;08/26;545;1990-04-28;2014-08-07 05:43:22.612743;2024-12-27
85;Larissa Dias;215.796.834-28;laurarezende@example.net;"Conjunto Cirino
Conjunto Minas Caixa
01314-112 Monteiro da Prata / PE";Caiçaras;('PA', 'Pará');Tocantins;TO;+55 (072) 97913-7307;Costa Rica;PH;"VISA 16 digit
Marcela Pereira
4168767087906834 08/32
CVC: 246
";4076654669779326872;07/33;554;2016-07-24;2004-10-26 22:05:10.656338;2024-12-27
86;Benicio Rocha;856.271.903-02;mborges@example.net;"Ladeira de Almeida, 53
Vila Havaí
39562-573 Siqueira / PE";Vila Jardim Alvorada;('PI', 'Piauí');Roraima;AC;+55 55 91428 8292;Brasil;BI;"Maestro
Maria Helena Leão
676234206305 06/32
CVV: 982
";6506301204709248;08/28;076;2014-06-03;1995-08-24 05:11:16.850262;2024-12-27
87;Dr. Dom Ramos;526.193.084-70;renanpereira@example.net;"Praia Theo Fogaça, 61
Vila Nossa Senhora Do Rosário
80609-937 Borges / AM";São Vicente;('PI', 'Piauí');Mato Grosso do Sul;RJ;+55 (99) 9 5850-1132;Camboja;CV;"VISA 16 digit
Caleb Nogueira
4447194179044882 10/31
CVC: 533
";4728785874123547417;02/32;641;1980-07-10;2014-02-03 12:13:01.992978;2024-12-27
88;Dr. Davi Luiz da Luz;726.184.930-87;eloa48@example.org;"Jardim Davi Miguel Moraes, 71
Ermelinda
29550256 Siqueira / RJ";Grotinha;('MG', 'Minas Gerais');São Paulo;GO;+55 04 9 4449-4413;Macau;SV;"VISA 16 digit
Lorenzo Carvalho
4470556700167962 11/27
CVC: 610
";38844420926203;12/34;946;2020-06-26;2009-08-29 11:07:24.543379;2024-12-27
89;Catarina Mendonça;869.410.357-57;fariasmaya@example.com;"Residencial de da Conceição, 561
Carmo
74268252 Aragão / CE";Novo Santa Cecilia;('SP', 'São Paulo');Roraima;PA;+55 (80) 95823 2509;Armênia;ER;"Discover
Bruno Rodrigues
6581181202001121 12/29
CVC: 830
";4543080488383595;02/29;748;1978-08-15;1986-09-21 22:50:08.028657;2024-12-27
90;Sr. Isaac Aparecida;962.078.514-20;ana-ceciliaramos@example.net;"Feira Maria Clara das Neves, 47
Serra Do Curral
17737482 Vargas de Minas / RN";Cruzeiro;('AP', 'Amapá');Mato Grosso;MA;+55 (001) 90609-9376;Geórgia;DO;"VISA 19 digit
Ana Pimenta
4853892552149778713 10/32
CVC: 496
";3552478118564875;11/32;0959;2013-06-05;1996-11-06 16:08:01.622323;2024-12-27
91;Ana Julia da Mata;052.986.374-00;ana-luizada-mota@example.com;"Favela Jesus, 17
Vila Fumec
09778-076 Marques da Prata / RO";Aparecida;('TO', 'Tocantins');Piauí;SE;+55 95 9 7709-3991;Palau;OM;"VISA 16 digit
Elisa Monteiro
4174250837200438 09/32
CVC: 161
";3504131003562517;03/29;698;1989-02-16;2017-01-13 13:48:32.676068;2024-12-27
92;Oliver Pires;952.341.608-15;frodrigues@example.com;"Lago Nascimento, 71
Baleia
89157-409 Sampaio / PB";Cidade Nova;('CE', 'Ceará');Rondônia;RJ;+55 56 95391 6592;Ilhas Virgens Britânicas;TH;"VISA 16 digit
Augusto Albuquerque
4725368304180208 09/34
CVC: 279
";3553704993753914;08/27;967;1970-06-01;1990-03-01 14:10:37.324658;2024-12-27
93;Sra. Aurora Pinto;714.305.862-90;juliavargas@example.org;"Estrada de Pires
Cidade Jardim
45804702 Moreira / TO";Jardim Montanhês;('MS', 'Mato Grosso do Sul');Santa Catarina;PA;+55 (002) 91963-1687;Ilhas Salomão;AM;"JCB 16 digit
Sophia Brito
3533049509592447 08/31
CVC: 770
";503855847607;06/27;619;1972-05-22;1973-07-18 08:12:24.340676;2024-12-27
94;Sra. Antonella Nogueira;230.986.415-33;davi-miguelda-rocha@example.org;"Distrito Maria Alice Caldeira, 9
Providencia
64130-069 Silveira / ES";Pilar;('RS', 'Rio Grande do Sul');Mato Grosso;TO;+55 31 95420 3430;Zimbábue;AL;"Discover
Maria Julia da Cruz
6011304290062090 04/31
CVC: 118
";373301078521615;04/34;091;1972-09-02;2011-09-16 18:15:29.464952;2024-12-27
95;João Miguel Ferreira;069.135.872-95;wlopes@example.org;"Viaduto Carvalho, 91
Boa União 1ª Seção
83901-695 Porto / GO";Marçola;('MT', 'Mato Grosso');Rio de Janeiro;MT;+55 27 9 3282-5984;Malávi;NZ;"Diners Club / Carte Blanche
João Vitor Cavalcanti
30023522621669 08/27
CVC: 300
";562641752125;01/30;742;1995-08-27;1991-06-28 08:32:46.119049;2024-12-27
96;Ayla da Rosa;537.420.968-00;nicole00@example.org;"Viaduto Pires, 96
Maria Tereza
13082116 Costela de Goiás / PE";Parque São José;('SC', 'Santa Catarina');Rio de Janeiro;AC;+55 (17) 99920-7341;Madagascar;DZ;"VISA 13 digit
Ana Lívia Casa Grande
4931397350572 04/34
CVC: 962
";4996279844984;06/33;450;1972-08-18;1992-01-07 07:18:08.292406;2024-12-27
97;Srta. Emanuelly Nogueira;780.243.156-53;alice78@example.org;"Trevo de Martins, 23
Vila União
14749-429 Pires do Galho / AP";Sport Club;('PI', 'Piauí');Mato Grosso;MS;+55 (66) 92350 8450;Barbados;AZ;"VISA 19 digit
Benício Vieira
4700913536781105879 09/30
CVC: 198
";30107456401386;08/34;785;1972-09-12;2015-04-02 04:23:31.452146;2024-12-27
98;Julia Rodrigues;549.328.076-00;lunamoreira@example.net;"Vale Pastor, 81
Bonfim
52695903 Vargas / AL";Vila Nova Gameleira 3ª Seção;('PR', 'Paraná');Mato Grosso do Sul;CE;+55 21 9 4336 6235;Egito;JP;"Maestro
Valentim Cardoso
503881840444 07/34
CVV: 078
";501894558318;06/34;123;1989-09-06;2018-08-25 07:32:43.470639;2024-12-27
99;Guilherme Gomes;917.625.834-37;fmoraes@example.org;"Praia de Abreu
Nova Gameleira
83015-399 Lima / RS";São João Batista;('PR', 'Paraná');Acre;CE;+55 98 95217 9572;Guatemala;SC;"Discover
Maysa Viana
6594804202330811 02/26
CVC: 693
";30104350919993;04/25;206;1981-04-15;2000-01-27 22:56:26.428981;2024-12-27
